,LastRentalStart,BIkeID
358,2020-09-26 11:55:00,19
359,2020-09-26 11:57:26,86
360,2020-09-26 12:01:35,111
361,2020-09-26 12:17:48,67
362,2020-09-26 12:21:31,72
363,2020-09-26 12:22:22,104
364,2020-09-26 12:24:53,32
365,2020-09-26 12:37:19,59
366,2020-09-26 12:37:53,26
367,2020-09-26 12:38:23,68
368,2020-09-26 12:39:46,71
369,2020-09-26 12:40:13,75
370,2020-09-26 13:01:34,121
371,2020-09-26 13:02:52,30
372,2020-09-26 13:05:52,47
373,2020-09-26 13:07:16,89
374,2020-09-26 13:07:59,90
375,2020-09-26 13:08:30,9
376,2020-09-26 13:13:58,75
377,2020-09-26 13:14:16,71
378,2020-09-26 13:14:19,5
379,2020-09-26 13:16:58,120
380,2020-09-26 13:21:02,67
381,2020-09-26 13:36:29,88
382,2020-09-26 13:39:28,20
383,2020-09-26 13:44:28,15
384,2020-09-26 13:49:15,118
385,2020-09-26 13:57:39,66
386,2020-09-26 14:03:34,124
387,2020-09-26 14:06:23,51
388,2020-09-26 14:10:21,49
389,2020-09-26 14:20:00,55
390,2020-09-26 14:20:55,112
391,2020-09-26 14:28:25,28
392,2020-09-26 14:29:23,25
393,2020-09-26 14:29:42,108
394,2020-09-26 14:33:55,63
395,2020-09-26 14:34:00,70
396,2020-09-26 14:34:15,104
397,2020-09-26 14:49:19,16
398,2020-09-26 14:56:38,49
399,2020-09-26 15:06:02,111
400,2020-09-26 15:13:21,9
401,2020-09-26 15:20:10,70
402,2020-09-26 15:21:56,22
403,2020-09-26 15:24:59,88
404,2020-09-26 15:36:00,30
405,2020-09-26 15:40:26,34
406,2020-09-26 15:41:15,93
407,2020-09-26 15:44:12,108
408,2020-09-26 16:12:55,30
409,2020-09-26 16:14:16,47
410,2020-09-26 16:14:35,20
411,2020-09-26 16:15:30,67
412,2020-09-26 16:16:05,73
413,2020-09-26 16:20:04,15
414,2020-09-26 16:21:33,120
415,2020-09-26 16:34:34,72
416,2020-09-26 16:35:21,75
417,2020-09-26 16:38:19,49
418,2020-09-26 16:48:23,76
419,2020-09-26 16:50:58,25
420,2020-09-26 16:52:35,101
421,2020-09-26 16:59:51,90
422,2020-09-26 17:08:49,14
423,2020-09-26 17:12:41,65
424,2020-09-26 17:13:40,17
425,2020-09-26 17:28:59,57
426,2020-09-26 17:42:52,33
427,2020-09-26 17:44:04,89
428,2020-09-26 17:47:19,30
429,2020-09-26 17:53:59,37
430,2020-09-26 17:54:27,38
431,2020-09-26 17:54:38,118
432,2020-09-26 17:54:44,5
433,2020-09-26 17:55:35,62
434,2020-09-26 18:02:13,80
435,2020-09-26 18:05:16,32
436,2020-09-26 18:10:06,121
437,2020-09-26 18:14:49,8
438,2020-09-26 18:26:29,111
439,2020-09-26 18:27:20,22
440,2020-09-26 18:32:07,118
441,2020-09-26 18:33:43,7
442,2020-09-26 18:34:48,70
443,2020-09-26 18:39:53,47
444,2020-09-26 18:40:38,5
445,2020-09-26 18:42:47,62
446,2020-09-26 18:45:24,66
447,2020-09-26 18:48:02,38
448,2020-09-26 18:48:29,37
449,2020-09-26 18:54:13,54
450,2020-09-26 19:02:31,65
451,2020-09-26 19:06:59,30
452,2020-09-26 19:13:51,100
453,2020-09-26 19:21:55,79
454,2020-09-26 19:23:29,98
455,2020-09-26 19:26:44,75
456,2020-09-26 19:34:10,71
457,2020-09-26 19:34:25,34
458,2020-09-26 19:35:20,93
459,2020-09-26 19:38:07,54
460,2020-09-26 19:38:14,78
461,2020-09-26 19:44:11,55
462,2020-09-26 19:48:31,12
463,2020-09-26 19:50:13,90
464,2020-09-26 19:51:25,59
465,2020-09-26 19:56:32,20
466,2020-09-26 19:57:27,67
467,2020-09-26 20:03:51,38
468,2020-09-26 20:06:29,65
469,2020-09-26 20:10:07,26
470,2020-09-26 20:10:14,68
471,2020-09-26 20:15:12,100
472,2020-09-26 20:32:50,115
473,2020-09-26 20:37:07,50
474,2020-09-26 20:40:26,41
475,2020-09-26 21:03:15,107
476,2020-09-26 21:06:33,7
477,2020-09-26 21:12:40,55
478,2020-09-26 21:23:10,35
479,2020-09-26 21:37:21,27
480,2020-09-26 21:38:47,79
481,2020-09-26 21:40:06,65
482,2020-09-26 21:52:29,112
483,2020-09-26 21:57:34,62
484,2020-09-26 22:00:26,75
485,2020-09-26 22:02:28,121
486,2020-09-26 22:02:55,71
487,2020-09-26 22:02:56,91
488,2020-09-26 22:06:07,7
489,2020-09-26 22:10:21,100
490,2020-09-26 22:11:19,59
491,2020-09-26 22:32:44,74
492,2020-09-26 22:33:59,47
493,2020-09-26 23:16:55,65
494,2020-09-26 23:24:23,101
495,2020-09-26 23:28:16,87
496,2020-09-26 23:31:31,86
497,2020-09-26 23:31:43,64
498,2020-09-27 00:12:48,79
499,2020-09-27 00:21:14,70
500,2020-09-27 05:23:39,57
501,2020-09-27 07:31:55,107
502,2020-09-27 07:51:44,5
503,2020-09-27 08:17:33,16
504,2020-09-27 08:18:17,41
505,2020-09-27 09:02:07,22
506,2020-09-27 09:18:14,16
507,2020-09-27 09:18:27,41
508,2020-09-27 09:44:26,17
509,2020-09-27 09:46:35,118
510,2020-09-27 09:47:42,63
511,2020-09-27 09:49:06,88
512,2020-09-27 09:53:00,37
513,2020-09-27 09:55:17,57
514,2020-09-27 10:02:31,35
515,2020-09-27 10:31:22,22
516,2020-09-27 10:43:29,55
517,2020-09-27 10:48:26,93
518,2020-09-27 10:49:03,34
519,2020-09-27 11:01:33,19
520,2020-09-27 11:04:29,115
521,2020-09-27 11:15:42,28
522,2020-09-27 11:16:16,25
523,2020-09-27 11:20:30,90
524,2020-09-27 11:43:58,98
525,2020-09-27 11:49:07,74
526,2020-09-27 11:51:30,38
527,2020-09-27 11:51:48,111
528,2020-09-27 11:57:18,35
529,2020-09-27 11:57:40,112
530,2020-09-27 11:58:16,72
531,2020-09-27 12:03:30,88
532,2020-09-27 12:06:12,54
533,2020-09-27 12:07:40,121
534,2020-09-27 12:08:20,91
535,2020-09-27 12:14:11,5
536,2020-09-27 12:22:40,34
537,2020-09-27 12:25:20,87
538,2020-09-27 12:26:04,93
539,2020-09-27 12:32:13,64
540,2020-09-27 12:34:40,90
541,2020-09-27 12:40:40,62
542,2020-09-27 12:58:34,120
543,2020-09-27 13:00:16,15
544,2020-09-27 13:02:13,100
545,2020-09-27 13:02:19,78
546,2020-09-27 13:02:28,22
547,2020-09-27 13:07:51,44
548,2020-09-27 13:08:55,43
549,2020-09-27 13:17:00,59
550,2020-09-27 13:17:45,37
551,2020-09-27 13:19:31,63
552,2020-09-27 13:20:55,118
553,2020-09-27 13:26:35,86
554,2020-09-27 13:26:39,112
555,2020-09-27 13:36:57,57
556,2020-09-27 13:40:07,70
557,2020-09-27 13:40:32,26
558,2020-09-27 13:40:59,56
559,2020-09-27 13:44:00,68
560,2020-09-27 13:48:15,74
561,2020-09-27 13:52:00,107
562,2020-09-27 13:52:15,63
563,2020-09-27 13:55:42,12
564,2020-09-27 13:58:50,20
565,2020-09-27 13:59:26,67
566,2020-09-27 14:07:19,32
567,2020-09-27 14:17:27,66
568,2020-09-27 14:21:11,73
569,2020-09-27 14:22:42,64
570,2020-09-27 14:23:31,9
571,2020-09-27 14:24:06,88
572,2020-09-27 14:31:37,8
573,2020-09-27 14:38:29,71
574,2020-09-27 14:40:21,70
575,2020-09-27 14:45:03,19
576,2020-09-27 14:45:36,76
577,2020-09-27 14:46:51,14
578,2020-09-27 14:48:43,38
579,2020-09-27 14:58:06,22
580,2020-09-27 15:07:11,41
581,2020-09-27 15:10:35,7
582,2020-09-27 15:21:38,107
583,2020-09-27 15:31:30,42
584,2020-09-27 15:37:59,87
585,2020-09-27 16:11:35,6
586,2020-09-27 16:30:29,66
587,2020-09-27 16:39:45,35
588,2020-09-27 16:41:26,41
589,2020-09-27 16:41:43,100
590,2020-09-27 16:42:38,75
591,2020-09-27 16:43:33,57
592,2020-09-27 16:47:10,32
593,2020-09-27 16:55:58,42
594,2020-09-27 17:00:53,79
595,2020-09-27 17:18:52,93
596,2020-09-27 17:24:31,7
597,2020-09-27 17:26:30,111
598,2020-09-27 17:27:06,33
599,2020-09-27 17:34:08,68
600,2020-09-27 17:43:30,56
601,2020-09-27 18:06:14,78
602,2020-09-27 18:10:53,121
603,2020-09-27 18:11:23,9
604,2020-09-27 18:21:25,30
605,2020-09-27 18:26:47,79
606,2020-09-27 18:28:10,70
607,2020-09-27 18:30:34,67
608,2020-09-27 18:31:37,20
609,2020-09-27 18:38:29,17
610,2020-09-27 18:41:57,12
611,2020-09-27 18:49:06,44
612,2020-09-27 18:52:27,33
613,2020-09-27 18:54:41,73
614,2020-09-27 18:59:57,89
615,2020-09-27 19:04:24,53
616,2020-09-27 19:22:12,70
617,2020-09-27 19:24:49,37
618,2020-09-27 19:25:16,101
619,2020-09-27 19:26:46,30
620,2020-09-27 19:28:10,42
621,2020-09-27 19:28:58,62
622,2020-09-27 19:29:57,7
623,2020-09-27 19:32:34,73
624,2020-09-27 19:39:22,54
625,2020-09-27 19:43:38,67
626,2020-09-27 19:47:38,20
627,2020-09-27 19:51:29,66
628,2020-09-27 19:53:45,15
629,2020-09-27 20:01:20,115
630,2020-09-27 20:05:19,70
631,2020-09-27 20:35:08,59
632,2020-09-27 20:48:27,7
633,2020-09-27 20:49:54,62
634,2020-09-27 21:11:18,5
635,2020-09-27 21:22:59,53
636,2020-09-27 21:31:10,6
637,2020-09-27 22:21:43,67
638,2020-09-27 23:30:53,34
639,2020-09-28 00:20:19,9
640,2020-09-28 04:13:40,59
641,2020-09-28 05:02:44,59
642,2020-09-28 05:29:39,27
643,2020-09-28 07:02:07,107
644,2020-09-28 07:02:52,59
645,2020-09-28 07:09:16,16
646,2020-09-28 07:51:52,35
647,2020-09-28 08:01:00,67
648,2020-09-28 08:10:20,16
649,2020-09-28 08:39:49,38
650,2020-09-28 08:42:56,17
651,2020-09-28 09:03:57,21
652,2020-09-28 09:04:11,40
653,2020-09-28 09:13:21,81
654,2020-09-28 09:27:52,116
655,2020-09-28 09:31:12,93
656,2020-09-28 09:32:15,7
657,2020-09-28 09:32:22,62
658,2020-09-28 09:45:40,54
659,2020-09-28 09:45:47,53
660,2020-09-28 09:45:51,32
661,2020-09-28 10:05:01,115
662,2020-09-28 10:05:14,70
663,2020-09-28 10:25:47,41
664,2020-09-28 10:29:25,72
665,2020-09-28 10:33:42,93
666,2020-09-28 10:55:34,6
667,2020-09-28 11:11:51,112
668,2020-09-28 11:14:37,14
669,2020-09-28 11:19:54,107
670,2020-09-28 11:34:18,51
671,2020-09-28 11:44:28,79
672,2020-09-28 11:46:09,55
673,2020-09-28 11:47:58,42
674,2020-09-28 11:49:36,34
675,2020-09-28 11:51:28,100
676,2020-09-28 11:54:00,22
677,2020-09-28 12:01:41,79
678,2020-09-28 12:01:56,55
679,2020-09-28 12:26:16,113
680,2020-09-28 12:28:21,73
681,2020-09-28 12:39:07,98
682,2020-09-28 12:47:21,9
683,2020-09-28 12:58:07,59
684,2020-09-28 13:05:18,98
685,2020-09-28 13:08:45,27
686,2020-09-28 13:18:22,49
687,2020-09-28 13:25:27,120
688,2020-09-28 13:31:46,67
689,2020-09-28 13:41:40,35
690,2020-09-28 13:43:03,76
691,2020-09-28 13:44:36,19
692,2020-09-28 14:04:17,93
693,2020-09-28 14:15:40,22
694,2020-09-28 14:17:00,100
695,2020-09-28 14:19:31,90
696,2020-09-28 14:23:26,9
697,2020-09-28 14:25:40,101
698,2020-09-28 14:29:10,38
699,2020-09-28 14:31:55,6
700,2020-09-28 14:40:36,21
701,2020-09-28 15:00:50,83
702,2020-09-28 15:08:35,92
703,2020-09-28 15:10:27,37
704,2020-09-28 15:13:54,78
705,2020-09-28 15:14:49,7
706,2020-09-28 15:20:37,108
707,2020-09-28 15:22:19,103
708,2020-09-28 15:33:30,15
709,2020-09-28 15:33:45,120
710,2020-09-28 15:43:50,49
711,2020-09-28 15:44:04,105
712,2020-09-28 15:56:19,27
713,2020-09-28 16:48:40,89
714,2020-09-28 16:50:47,65
715,2020-09-28 16:53:56,33
716,2020-09-28 16:55:53,100
717,2020-09-28 17:01:06,22
718,2020-09-28 17:05:04,115
719,2020-09-28 17:05:07,101
720,2020-09-28 17:06:56,79
721,2020-09-28 17:12:42,81
722,2020-09-28 17:18:21,75
723,2020-09-28 17:28:02,80
724,2020-09-28 17:32:23,34
725,2020-09-28 17:32:26,120
726,2020-09-28 17:32:52,78
727,2020-09-28 17:35:56,72
728,2020-09-28 17:36:54,124
729,2020-09-28 17:43:07,40
730,2020-09-28 17:43:39,30
731,2020-09-28 17:53:51,49
732,2020-09-28 17:59:35,42
733,2020-09-28 18:12:12,17
734,2020-09-28 18:13:27,6
735,2020-09-28 18:14:29,21
736,2020-09-28 18:20:40,104
737,2020-09-28 18:35:50,67
738,2020-09-28 18:42:45,65
739,2020-09-28 18:43:35,108
740,2020-09-28 18:53:52,100
741,2020-09-28 18:54:50,25
742,2020-09-28 18:55:01,43
743,2020-09-28 18:55:17,35
744,2020-09-28 18:56:13,101
745,2020-09-28 18:59:29,66
746,2020-09-28 19:02:00,76
747,2020-09-28 19:04:58,103
748,2020-09-28 19:05:39,49
749,2020-09-28 19:12:23,14
750,2020-09-28 19:12:41,38
751,2020-09-28 19:16:07,41
752,2020-09-28 19:21:52,107
753,2020-09-28 19:35:36,16
754,2020-09-28 20:24:50,38
755,2020-09-28 20:35:19,68
756,2020-09-28 21:00:55,40
757,2020-09-28 21:20:23,55
758,2020-09-28 21:24:09,7
759,2020-09-28 21:55:42,72
760,2020-09-28 21:57:30,30
761,2020-09-28 22:27:11,93
762,2020-09-28 23:02:30,49
763,2020-09-28 23:04:42,115
764,2020-09-28 23:13:56,75
765,2020-09-28 23:33:29,34
766,2020-09-29 00:49:32,19
767,2020-09-29 00:54:46,78
768,2020-09-29 01:06:08,7
769,2020-09-29 07:00:13,72
770,2020-09-29 07:19:58,38
771,2020-09-29 07:53:38,26
772,2020-09-29 08:04:41,78
773,2020-09-29 08:05:00,9
774,2020-09-29 08:20:48,100
775,2020-09-29 08:43:52,17
776,2020-09-29 08:44:51,101
777,2020-09-29 08:47:42,14
778,2020-09-29 08:47:53,16
779,2020-09-29 08:53:21,15
780,2020-09-29 08:57:41,66
781,2020-09-29 09:02:28,30
782,2020-09-29 09:08:21,93
783,2020-09-29 09:23:47,81
784,2020-09-29 09:24:00,92
785,2020-09-29 09:24:12,113
786,2020-09-29 09:52:02,16
787,2020-09-29 09:52:21,14
788,2020-09-29 10:29:20,101
789,2020-09-29 10:36:28,55
790,2020-09-29 10:44:54,25
791,2020-09-29 10:45:08,43
792,2020-09-29 10:46:43,19
793,2020-09-29 10:54:48,7
794,2020-09-29 11:00:28,98
795,2020-09-29 11:02:53,105
796,2020-09-29 12:03:42,41
797,2020-09-29 12:17:59,51
798,2020-09-29 12:19:08,62
799,2020-09-29 12:21:16,40
800,2020-09-29 12:41:32,9
801,2020-09-29 13:04:19,89
802,2020-09-29 13:04:45,33
803,2020-09-29 13:08:46,105
804,2020-09-29 13:09:34,51
805,2020-09-29 13:11:40,72
806,2020-09-29 13:20:31,17
807,2020-09-29 13:34:51,53
808,2020-09-29 13:37:16,54
809,2020-09-29 13:37:20,55
810,2020-09-29 13:46:29,68
811,2020-09-29 13:47:00,66
812,2020-09-29 13:59:42,71
813,2020-09-29 14:01:20,111
814,2020-09-29 14:21:15,113
815,2020-09-29 14:21:53,12
816,2020-09-29 14:22:59,44
817,2020-09-29 14:40:10,31
818,2020-09-29 14:45:55,67
819,2020-09-29 14:54:38,43
820,2020-09-29 14:56:15,55
